id,decision,reason,layer,expert,layer_type,total_count,active_traces,zero_traces,max_share,best_rank,personal_classification,personal_total_count,in_trim_plan
L07.E099,keep,observed enough usage to keep for now,7,99,sliding_attention,3544,54,1,0.00799560546875,43,ordinary,2908,False
L12.E096,keep,observed enough usage to keep for now,12,96,sliding_attention,3546,55,0,0.01422119140625,22,ordinary,2764,False
L04.E080,keep,observed enough usage to keep for now,4,80,sliding_attention,3547,54,1,0.01458740234375,19,ordinary,2470,False
L11.E011,keep,observed enough usage to keep for now,11,11,full_attention,3555,55,0,0.007598876953125,42,ordinary,1523,False
L15.E030,keep,observed enough usage to keep for now,15,30,sliding_attention,3561,55,0,0.00396728515625,64,ordinary,2817,False
L28.E052,keep,observed enough usage to keep for now,28,52,sliding_attention,3561,55,0,0.00946044921875,35,ordinary,457,False
L12.E037,keep,observed enough usage to keep for now,12,37,sliding_attention,3584,55,0,0.012939453125,30,ordinary,2123,False
L04.E070,keep,observed enough usage to keep for now,4,70,sliding_attention,3587,55,0,0.0067138671875,37,ordinary,1596,False
L05.E036,keep,observed enough usage to keep for now,5,36,full_attention,3588,55,0,0.0068359375,44,ordinary,2825,False
L20.E035,keep,observed enough usage to keep for now,20,35,sliding_attention,3589,55,0,0.0205078125,16,ordinary,1049,False
L28.E036,keep,observed enough usage to keep for now,28,36,sliding_attention,3592,55,0,0.0118408203125,29,ordinary,1152,False
L04.E049,keep,observed enough usage to keep for now,4,49,sliding_attention,3602,55,0,0.00579833984375,47,ordinary,2101,False
L14.E096,keep,observed enough usage to keep for now,14,96,sliding_attention,3610,48,7,0.032958984375,9,ordinary,127,False
L27.E118,keep,observed enough usage to keep for now,27,118,sliding_attention,3619,55,0,0.01800537109375,16,ordinary,2253,False
L16.E002,protect,expert appears in top-rank hot runs,16,2,sliding_attention,3623,55,0,0.03564453125,4,ordinary,399,False
L14.E023,keep,observed enough usage to keep for now,14,23,sliding_attention,3626,55,0,0.02728271484375,15,ordinary,1298,False
L22.E116,keep,observed enough usage to keep for now,22,116,sliding_attention,3642,55,0,0.0067138671875,44,ordinary,1758,False
L23.E041,keep,observed enough usage to keep for now,23,41,full_attention,3644,55,0,0.00482177734375,54,ordinary,2994,False
L10.E097,keep,observed enough usage to keep for now,10,97,sliding_attention,3646,55,0,0.0059814453125,40,ordinary,3262,False
L08.E111,keep,observed enough usage to keep for now,8,111,sliding_attention,3649,55,0,0.003753662109375,60,ordinary,2526,False
L07.E067,keep,observed enough usage to keep for now,7,67,sliding_attention,3649,55,0,0.0130615234375,24,ordinary,1119,False
L28.E015,keep,observed enough usage to keep for now,28,15,sliding_attention,3651,55,0,0.00482177734375,59,ordinary,2158,False
L18.E033,keep,observed enough usage to keep for now,18,33,sliding_attention,3656,55,0,0.00653076171875,41,ordinary,2086,False
L04.E113,keep,observed enough usage to keep for now,4,113,sliding_attention,3663,55,0,0.0079345703125,35,ordinary,2142,False
L18.E116,keep,observed enough usage to keep for now,18,116,sliding_attention,3669,55,0,0.006103515625,48,ordinary,2084,False
L29.E012,keep,observed enough usage to keep for now,29,12,full_attention,3671,55,0,0.00469970703125,60,ordinary,2331,False
L23.E022,keep,observed enough usage to keep for now,23,22,full_attention,3678,54,1,0.018310546875,13,ordinary,2284,False
L02.E104,keep,observed enough usage to keep for now,2,104,sliding_attention,3678,55,0,0.00689697265625,42,ordinary,2572,False
L17.E097,keep,observed enough usage to keep for now,17,97,full_attention,3684,55,0,0.00457763671875,50,ordinary,2336,False
L12.E116,keep,observed enough usage to keep for now,12,116,sliding_attention,3686,55,0,0.0089111328125,31,ordinary,2017,False
L01.E012,keep,observed enough usage to keep for now,1,12,sliding_attention,3692,55,0,0.0068359375,52,ordinary,1299,False
L03.E023,keep,observed enough usage to keep for now,3,23,sliding_attention,3694,55,0,0.0037841796875,49,ordinary,2292,False
L29.E112,keep,observed enough usage to keep for now,29,112,full_attention,3698,55,0,0.0064697265625,42,ordinary,1494,False
L16.E021,keep,observed enough usage to keep for now,16,21,sliding_attention,3699,55,0,0.00579833984375,46,ordinary,1694,False
L29.E056,keep,observed enough usage to keep for now,29,56,full_attention,3703,55,0,0.00604248046875,47,ordinary,1599,False
L13.E118,keep,observed enough usage to keep for now,13,118,sliding_attention,3711,55,0,0.004425048828125,51,ordinary,3203,False
L03.E085,keep,observed enough usage to keep for now,3,85,sliding_attention,3720,55,0,0.02227783203125,14,ordinary,1717,False
L10.E100,keep,observed enough usage to keep for now,10,100,sliding_attention,3723,55,0,0.00787353515625,28,ordinary,815,False
L26.E123,keep,observed enough usage to keep for now,26,123,sliding_attention,3723,55,0,0.01141357421875,30,ordinary,704,False
L02.E055,keep,observed enough usage to keep for now,2,55,sliding_attention,3725,55,0,0.008880615234375,40,ordinary,1957,False
L27.E050,keep,observed enough usage to keep for now,27,50,sliding_attention,3728,55,0,0.0076904296875,48,ordinary,1703,False
L11.E071,keep,observed enough usage to keep for now,11,71,full_attention,3734,55,0,0.005035400390625,54,ordinary,2798,False
L10.E022,keep,observed enough usage to keep for now,10,22,sliding_attention,3735,55,0,0.004119873046875,44,ordinary,3303,False
L12.E004,keep,observed enough usage to keep for now,12,4,sliding_attention,3735,55,0,0.00421142578125,49,ordinary,2742,False
L27.E099,keep,observed enough usage to keep for now,27,99,sliding_attention,3742,55,0,0.0186767578125,11,ordinary,759,False
L22.E063,keep,observed enough usage to keep for now,22,63,sliding_attention,3750,55,0,0.01123046875,29,ordinary,1482,False
L07.E117,keep,observed enough usage to keep for now,7,117,sliding_attention,3756,55,0,0.00421142578125,56,ordinary,2332,False
L14.E019,keep,observed enough usage to keep for now,14,19,sliding_attention,3756,55,0,0.025390625,12,ordinary,2015,False
L13.E024,keep,observed enough usage to keep for now,13,24,sliding_attention,3759,45,10,0.03082275390625,9,ordinary,446,False
L13.E076,keep,observed enough usage to keep for now,13,76,sliding_attention,3761,55,0,0.0040283203125,51,ordinary,3005,False
L03.E108,keep,observed enough usage to keep for now,3,108,sliding_attention,3766,55,0,0.0111083984375,25,ordinary,1795,False
L19.E097,keep,observed enough usage to keep for now,19,97,sliding_attention,3771,52,3,0.026123046875,14,ordinary,852,False
L28.E033,keep,observed enough usage to keep for now,28,33,sliding_attention,3772,55,0,0.011016845703125,27,ordinary,610,False
L09.E045,keep,observed enough usage to keep for now,9,45,sliding_attention,3773,55,0,0.00665283203125,50,ordinary,2889,False
L14.E123,keep,observed enough usage to keep for now,14,123,sliding_attention,3777,55,0,0.0113525390625,28,ordinary,1393,False
L27.E093,keep,observed enough usage to keep for now,27,93,sliding_attention,3777,55,0,0.01849365234375,15,ordinary,1551,False
L09.E044,keep,observed enough usage to keep for now,9,44,sliding_attention,3779,54,1,0.005218505859375,62,ordinary,2877,False
L00.E100,keep,observed enough usage to keep for now,0,100,sliding_attention,3782,50,5,0.00421142578125,51,ordinary,3396,False
L05.E029,protect,expert appears in top-rank hot runs,5,29,full_attention,3787,55,0,0.03533935546875,4,ordinary,1214,False
L23.E017,keep,observed enough usage to keep for now,23,17,full_attention,3789,55,0,0.01202392578125,29,ordinary,1452,False
L00.E027,keep,observed enough usage to keep for now,0,27,sliding_attention,3796,55,0,0.00555419921875,47,ordinary,1612,False
L08.E015,keep,observed enough usage to keep for now,8,15,sliding_attention,3812,55,0,0.0115966796875,25,ordinary,1014,False
L21.E100,keep,observed enough usage to keep for now,21,100,sliding_attention,3815,55,0,0.01434326171875,23,ordinary,1458,False
L02.E051,keep,observed enough usage to keep for now,2,51,sliding_attention,3826,55,0,0.01275634765625,22,ordinary,443,False
L27.E117,keep,observed enough usage to keep for now,27,117,sliding_attention,3830,55,0,0.0076904296875,41,ordinary,2487,False
L00.E029,keep,observed enough usage to keep for now,0,29,sliding_attention,3830,55,0,0.0087890625,33,ordinary,2142,False
L00.E127,keep,observed enough usage to keep for now,0,127,sliding_attention,3835,55,0,0.00787353515625,37,ordinary,2045,False
L06.E057,keep,observed enough usage to keep for now,6,57,sliding_attention,3844,55,0,0.01007080078125,24,ordinary,1972,False
L07.E066,keep,observed enough usage to keep for now,7,66,sliding_attention,3846,55,0,0.00408935546875,58,ordinary,2470,False
L25.E026,keep,observed enough usage to keep for now,25,26,sliding_attention,3850,55,0,0.01324462890625,28,ordinary,1278,False
L10.E026,protect,expert appears in top-rank hot runs,10,26,sliding_attention,3851,53,2,0.03729248046875,6,ordinary,248,False
L10.E039,protect,expert appears in top-rank hot runs,10,39,sliding_attention,3851,55,0,0.0350341796875,8,ordinary,270,False
L06.E100,keep,observed enough usage to keep for now,6,100,sliding_attention,3852,55,0,0.0299072265625,9,ordinary,2282,False
L14.E037,keep,observed enough usage to keep for now,14,37,sliding_attention,3853,54,1,0.01007080078125,28,ordinary,2140,False
L29.E088,keep,observed enough usage to keep for now,29,88,full_attention,3856,54,1,0.00823974609375,37,ordinary,3436,False
L04.E111,keep,observed enough usage to keep for now,4,111,sliding_attention,3856,55,0,0.0047607421875,51,ordinary,2853,False
L01.E087,keep,observed enough usage to keep for now,1,87,sliding_attention,3857,55,0,0.01922607421875,15,ordinary,1551,False
L24.E006,keep,observed enough usage to keep for now,24,6,sliding_attention,3858,55,0,0.01080322265625,30,ordinary,2121,False
L11.E069,protect,expert appears in top-rank hot runs,11,69,full_attention,3864,55,0,0.029541015625,5,ordinary,605,False
L29.E115,keep,observed enough usage to keep for now,29,115,full_attention,3865,55,0,0.0042724609375,53,ordinary,2972,False
L29.E111,keep,observed enough usage to keep for now,29,111,full_attention,3867,55,0,0.011474609375,29,ordinary,3151,False
L14.E080,keep,observed enough usage to keep for now,14,80,sliding_attention,3876,55,0,0.0062255859375,42,ordinary,2589,False
L13.E057,keep,observed enough usage to keep for now,13,57,sliding_attention,3884,54,1,0.01788330078125,16,ordinary,2546,False
L29.E055,keep,observed enough usage to keep for now,29,55,full_attention,3890,55,0,0.00738525390625,36,ordinary,2116,False
L10.E043,keep,observed enough usage to keep for now,10,43,sliding_attention,3893,53,2,0.02374267578125,15,ordinary,1623,False
L13.E064,keep,observed enough usage to keep for now,13,64,sliding_attention,3893,55,0,0.0120849609375,24,ordinary,1434,False
L21.E103,keep,observed enough usage to keep for now,21,103,sliding_attention,3895,55,0,0.005615234375,52,ordinary,2499,False
L03.E078,protect,expert appears in top-rank hot runs,3,78,sliding_attention,3896,49,6,0.04547119140625,6,ordinary,2049,False
L19.E120,keep,observed enough usage to keep for now,19,120,sliding_attention,3896,55,0,0.0079345703125,41,ordinary,1754,False
L02.E092,keep,observed enough usage to keep for now,2,92,sliding_attention,3908,52,3,0.00750732421875,40,ordinary,3157,False
L27.E107,keep,observed enough usage to keep for now,27,107,sliding_attention,3923,55,0,0.00848388671875,41,ordinary,1088,False
L28.E104,keep,observed enough usage to keep for now,28,104,sliding_attention,3934,55,0,0.00897216796875,33,ordinary,1807,False
L10.E060,keep,observed enough usage to keep for now,10,60,sliding_attention,3936,55,0,0.00689697265625,35,ordinary,2015,False
L13.E050,keep,observed enough usage to keep for now,13,50,sliding_attention,3944,55,0,0.005035400390625,45,ordinary,3423,False
L18.E013,keep,observed enough usage to keep for now,18,13,sliding_attention,3944,55,0,0.011474609375,36,ordinary,828,False
L11.E033,keep,observed enough usage to keep for now,11,33,full_attention,3949,55,0,0.0235595703125,10,ordinary,604,False
L15.E045,keep,observed enough usage to keep for now,15,45,sliding_attention,3951,55,0,0.00439453125,60,ordinary,3218,False
L21.E003,keep,observed enough usage to keep for now,21,3,sliding_attention,3952,54,1,0.00738525390625,44,ordinary,3439,False
L18.E083,keep,observed enough usage to keep for now,18,83,sliding_attention,3965,55,0,0.0172119140625,23,ordinary,2154,False
L11.E025,keep,observed enough usage to keep for now,11,25,full_attention,3970,46,9,0.00482177734375,46,ordinary,3764,False
L20.E065,protect,expert appears in top-rank hot runs,20,65,sliding_attention,3971,53,2,0.031982421875,7,ordinary,2282,False
L13.E011,keep,observed enough usage to keep for now,13,11,sliding_attention,3976,46,9,0.0047607421875,46,ordinary,3835,False
L13.E073,keep,observed enough usage to keep for now,13,73,sliding_attention,3976,49,6,0.023681640625,13,ordinary,261,False
L08.E048,keep,observed enough usage to keep for now,8,48,sliding_attention,3982,55,0,0.026611328125,12,ordinary,2393,False
L25.E115,keep,observed enough usage to keep for now,25,115,sliding_attention,3983,55,0,0.01080322265625,34,ordinary,689,False
L05.E025,protect,expert appears in top-rank hot runs,5,25,full_attention,3984,55,0,0.04010009765625,4,ordinary,950,False
L11.E051,keep,observed enough usage to keep for now,11,51,full_attention,3986,54,1,0.00946044921875,35,ordinary,3395,False
L19.E109,keep,observed enough usage to keep for now,19,109,sliding_attention,3987,55,0,0.0064697265625,45,ordinary,2747,False
L16.E059,keep,observed enough usage to keep for now,16,59,sliding_attention,3994,55,0,0.01092529296875,34,ordinary,1159,False
L09.E008,keep,observed enough usage to keep for now,9,8,sliding_attention,3997,54,1,0.02532958984375,10,ordinary,1612,False
L08.E118,keep,observed enough usage to keep for now,8,118,sliding_attention,4000,55,0,0.00848388671875,37,ordinary,2123,False
L05.E010,keep,observed enough usage to keep for now,5,10,full_attention,4000,55,0,0.0140380859375,24,ordinary,1588,False
L17.E047,keep,observed enough usage to keep for now,17,47,full_attention,4011,55,0,0.003875732421875,61,ordinary,2870,False
L18.E096,keep,observed enough usage to keep for now,18,96,sliding_attention,4013,55,0,0.0093994140625,39,ordinary,1285,False
L16.E012,keep,observed enough usage to keep for now,16,12,sliding_attention,4023,55,0,0.00390625,60,ordinary,3025,False
L15.E025,keep,observed enough usage to keep for now,15,25,sliding_attention,4025,52,3,0.02423095703125,14,ordinary,1175,False
L29.E046,keep,observed enough usage to keep for now,29,46,full_attention,4028,55,0,0.00518798828125,55,ordinary,3666,False
L27.E003,keep,observed enough usage to keep for now,27,3,sliding_attention,4033,55,0,0.00433349609375,63,ordinary,2948,False
L02.E078,keep,observed enough usage to keep for now,2,78,sliding_attention,4037,55,0,0.00604248046875,57,ordinary,3224,False
L14.E114,keep,observed enough usage to keep for now,14,114,sliding_attention,4053,50,5,0.0177001953125,18,ordinary,1521,False
L18.E097,keep,observed enough usage to keep for now,18,97,sliding_attention,4055,55,0,0.00421142578125,58,ordinary,2973,False
L24.E050,keep,observed enough usage to keep for now,24,50,sliding_attention,4055,55,0,0.010101318359375,34,ordinary,1627,False
L08.E042,keep,observed enough usage to keep for now,8,42,sliding_attention,4073,55,0,0.003814697265625,49,ordinary,3080,False
L07.E091,keep,observed enough usage to keep for now,7,91,sliding_attention,4077,55,0,0.012451171875,31,ordinary,2565,False
L27.E079,keep,observed enough usage to keep for now,27,79,sliding_attention,4081,55,0,0.00677490234375,49,ordinary,1837,False
L26.E027,keep,observed enough usage to keep for now,26,27,sliding_attention,4089,55,0,0.0089111328125,36,ordinary,2323,False
L09.E104,keep,observed enough usage to keep for now,9,104,sliding_attention,4094,53,2,0.02008056640625,15,ordinary,1749,False
L27.E041,keep,observed enough usage to keep for now,27,41,sliding_attention,4096,54,1,0.00750732421875,43,ordinary,3144,False
L03.E068,keep,observed enough usage to keep for now,3,68,sliding_attention,4101,55,0,0.015869140625,19,ordinary,656,False
L04.E037,keep,observed enough usage to keep for now,4,37,sliding_attention,4109,55,0,0.00469970703125,51,ordinary,2857,False
L14.E065,keep,observed enough usage to keep for now,14,65,sliding_attention,4113,54,1,0.01287841796875,21,ordinary,3147,False
L06.E027,keep,observed enough usage to keep for now,6,27,sliding_attention,4119,55,0,0.003875732421875,52,ordinary,3061,False
L23.E025,keep,observed enough usage to keep for now,23,25,full_attention,4119,55,0,0.0091552734375,36,ordinary,709,False
L02.E010,keep,observed enough usage to keep for now,2,10,sliding_attention,4123,55,0,0.0089111328125,32,ordinary,2120,False
L20.E114,keep,observed enough usage to keep for now,20,114,sliding_attention,4128,55,0,0.01220703125,31,ordinary,145,False
L05.E069,protect,expert appears in top-rank hot runs,5,69,full_attention,4132,54,1,0.0289306640625,6,ordinary,267,False
L25.E032,keep,observed enough usage to keep for now,25,32,sliding_attention,4133,55,0,0.01519775390625,23,ordinary,1804,False
L20.E069,keep,observed enough usage to keep for now,20,69,sliding_attention,4141,55,0,0.005279541015625,54,ordinary,3531,False
L24.E046,keep,observed enough usage to keep for now,24,46,sliding_attention,4143,55,0,0.01239013671875,27,ordinary,1588,False
L26.E096,keep,observed enough usage to keep for now,26,96,sliding_attention,4165,55,0,0.0108642578125,27,ordinary,692,False
L00.E083,keep,observed enough usage to keep for now,0,83,sliding_attention,4165,55,0,0.010986328125,26,ordinary,1551,False
L24.E071,keep,observed enough usage to keep for now,24,71,sliding_attention,4170,55,0,0.0081787109375,39,ordinary,2468,False
L17.E119,keep,observed enough usage to keep for now,17,119,full_attention,4175,55,0,0.01776123046875,21,ordinary,2513,False
L12.E093,keep,observed enough usage to keep for now,12,93,sliding_attention,4183,54,1,0.00860595703125,35,ordinary,3741,False
L09.E000,keep,observed enough usage to keep for now,9,0,sliding_attention,4184,55,0,0.01593017578125,22,ordinary,2015,False
L19.E125,keep,observed enough usage to keep for now,19,125,sliding_attention,4186,55,0,0.00567626953125,45,ordinary,2123,False
L26.E091,keep,observed enough usage to keep for now,26,91,sliding_attention,4193,55,0,0.008453369140625,33,ordinary,2242,False
L12.E067,keep,observed enough usage to keep for now,12,67,sliding_attention,4194,54,1,0.00537109375,47,ordinary,3306,False
L28.E046,keep,observed enough usage to keep for now,28,46,sliding_attention,4211,55,0,0.009765625,32,ordinary,2990,False
L04.E126,keep,observed enough usage to keep for now,4,126,sliding_attention,4212,55,0,0.0042724609375,51,ordinary,3128,False
L29.E036,keep,observed enough usage to keep for now,29,36,full_attention,4212,55,0,0.00579833984375,50,ordinary,2222,False
L24.E111,keep,observed enough usage to keep for now,24,111,sliding_attention,4221,55,0,0.00701904296875,49,ordinary,2424,False
L08.E027,keep,observed enough usage to keep for now,8,27,sliding_attention,4223,55,0,0.00457763671875,44,ordinary,2454,False
L19.E081,keep,observed enough usage to keep for now,19,81,sliding_attention,4227,55,0,0.01287841796875,30,ordinary,1036,False
L21.E085,keep,observed enough usage to keep for now,21,85,sliding_attention,4228,55,0,0.022216796875,12,ordinary,533,False
L01.E094,keep,observed enough usage to keep for now,1,94,sliding_attention,4235,55,0,0.00689697265625,54,ordinary,3144,False
L11.E108,keep,observed enough usage to keep for now,11,108,full_attention,4235,55,0,0.00909423828125,33,ordinary,2754,False
L26.E051,keep,observed enough usage to keep for now,26,51,sliding_attention,4243,55,0,0.00836181640625,40,ordinary,1686,False
L14.E046,protect,expert appears in top-rank hot runs,14,46,sliding_attention,4244,50,5,0.03778076171875,8,ordinary,601,False
L28.E110,keep,observed enough usage to keep for now,28,110,sliding_attention,4246,55,0,0.0059814453125,44,ordinary,3118,False
L11.E102,keep,observed enough usage to keep for now,11,102,full_attention,4253,52,3,0.00738525390625,37,ordinary,3357,False
L01.E121,keep,observed enough usage to keep for now,1,121,sliding_attention,4260,55,0,0.010986328125,36,ordinary,1457,False
L25.E124,keep,observed enough usage to keep for now,25,124,sliding_attention,4268,55,0,0.0052490234375,48,ordinary,2253,False
L01.E099,keep,observed enough usage to keep for now,1,99,sliding_attention,4269,55,0,0.00482177734375,67,ordinary,3532,False
L17.E116,keep,observed enough usage to keep for now,17,116,full_attention,4275,55,0,0.00787353515625,33,ordinary,1830,False
L23.E086,keep,observed enough usage to keep for now,23,86,full_attention,4276,55,0,0.008575439453125,40,ordinary,2060,False
L26.E045,keep,observed enough usage to keep for now,26,45,sliding_attention,4280,55,0,0.008026123046875,37,ordinary,2552,False
L12.E044,keep,observed enough usage to keep for now,12,44,sliding_attention,4284,55,0,0.00396728515625,50,ordinary,3015,False
L13.E092,keep,observed enough usage to keep for now,13,92,sliding_attention,4288,53,2,0.03778076171875,9,ordinary,1751,False
L29.E024,keep,observed enough usage to keep for now,29,24,full_attention,4300,55,0,0.006256103515625,45,ordinary,3241,False
L26.E120,keep,observed enough usage to keep for now,26,120,sliding_attention,4302,55,0,0.00848388671875,39,ordinary,1332,False
L03.E109,keep,observed enough usage to keep for now,3,109,sliding_attention,4317,55,0,0.00457763671875,45,ordinary,3468,False
L01.E015,keep,observed enough usage to keep for now,1,15,sliding_attention,4320,55,0,0.00714111328125,53,ordinary,1859,False
L22.E111,keep,observed enough usage to keep for now,22,111,sliding_attention,4323,55,0,0.01202392578125,26,ordinary,3664,False
L14.E005,keep,observed enough usage to keep for now,14,5,sliding_attention,4326,51,4,0.01568603515625,20,ordinary,2904,False
L00.E087,keep,observed enough usage to keep for now,0,87,sliding_attention,4330,55,0,0.00616455078125,50,ordinary,2577,False
L12.E022,keep,observed enough usage to keep for now,12,22,sliding_attention,4336,55,0,0.009765625,27,ordinary,1421,False
L08.E045,keep,observed enough usage to keep for now,8,45,sliding_attention,4337,55,0,0.01348876953125,24,ordinary,3264,False
L25.E064,keep,observed enough usage to keep for now,25,64,sliding_attention,4341,55,0,0.005950927734375,43,ordinary,3718,False
L03.E122,keep,observed enough usage to keep for now,3,122,sliding_attention,4341,55,0,0.01727294921875,17,ordinary,2019,False
L17.E078,keep,observed enough usage to keep for now,17,78,full_attention,4346,55,0,0.01129150390625,33,ordinary,2514,False
L17.E110,keep,observed enough usage to keep for now,17,110,full_attention,4355,55,0,0.00738525390625,38,ordinary,3175,False
L18.E019,keep,observed enough usage to keep for now,18,19,sliding_attention,4363,55,0,0.0048828125,51,ordinary,2960,False
L14.E091,keep,observed enough usage to keep for now,14,91,sliding_attention,4363,55,0,0.0133056640625,20,ordinary,1779,False
L00.E038,keep,observed enough usage to keep for now,0,38,sliding_attention,4368,55,0,0.00616455078125,42,ordinary,2665,False
L03.E114,keep,observed enough usage to keep for now,3,114,sliding_attention,4369,55,0,0.00396728515625,48,ordinary,3238,False
L17.E056,keep,observed enough usage to keep for now,17,56,full_attention,4369,55,0,0.01959228515625,18,ordinary,3419,False
L23.E028,keep,observed enough usage to keep for now,23,28,full_attention,4375,55,0,0.01324462890625,25,ordinary,622,False
L14.E127,keep,observed enough usage to keep for now,14,127,sliding_attention,4376,55,0,0.00537109375,44,ordinary,3635,False
L28.E116,keep,observed enough usage to keep for now,28,116,sliding_attention,4376,55,0,0.01007080078125,30,ordinary,879,False
L01.E066,keep,observed enough usage to keep for now,1,66,sliding_attention,4384,55,0,0.0087890625,46,ordinary,1689,False
L28.E065,keep,observed enough usage to keep for now,28,65,sliding_attention,4399,55,0,0.0113525390625,26,ordinary,1185,False
L05.E016,keep,observed enough usage to keep for now,5,16,full_attention,4402,55,0,0.01239013671875,23,ordinary,3308,False
L11.E049,keep,observed enough usage to keep for now,11,49,full_attention,4403,55,0,0.00799560546875,33,ordinary,1849,False
L10.E032,keep,observed enough usage to keep for now,10,32,sliding_attention,4404,53,2,0.025146484375,14,ordinary,1185,False
L10.E075,keep,observed enough usage to keep for now,10,75,sliding_attention,4423,55,0,0.011474609375,25,ordinary,2289,False
L21.E020,keep,observed enough usage to keep for now,21,20,sliding_attention,4423,55,0,0.0146484375,29,ordinary,947,False
L29.E037,keep,observed enough usage to keep for now,29,37,full_attention,4432,55,0,0.00677490234375,41,ordinary,2284,False
L24.E045,keep,observed enough usage to keep for now,24,45,sliding_attention,4439,55,0,0.01361083984375,24,ordinary,1937,False
L15.E010,keep,observed enough usage to keep for now,15,10,sliding_attention,4440,54,1,0.0108642578125,33,ordinary,3588,False
L26.E023,keep,observed enough usage to keep for now,26,23,sliding_attention,4448,55,0,0.01898193359375,15,ordinary,838,False
L23.E109,keep,observed enough usage to keep for now,23,109,full_attention,4450,55,0,0.008148193359375,45,ordinary,2413,False
L07.E059,keep,observed enough usage to keep for now,7,59,sliding_attention,4452,55,0,0.0234375,12,ordinary,2765,False
L21.E066,keep,observed enough usage to keep for now,21,66,sliding_attention,4454,55,0,0.009033203125,43,ordinary,1585,False
L19.E100,keep,observed enough usage to keep for now,19,100,sliding_attention,4455,55,0,0.0057373046875,48,ordinary,3041,False
L07.E013,keep,observed enough usage to keep for now,7,13,sliding_attention,4456,55,0,0.0067138671875,46,ordinary,2317,False
L22.E041,keep,observed enough usage to keep for now,22,41,sliding_attention,4459,55,0,0.01513671875,22,ordinary,1212,False
L00.E105,keep,observed enough usage to keep for now,0,105,sliding_attention,4461,55,0,0.00762939453125,36,ordinary,2168,False
L00.E103,keep,observed enough usage to keep for now,0,103,sliding_attention,4466,55,0,0.01611328125,19,ordinary,500,False
L07.E113,keep,observed enough usage to keep for now,7,113,sliding_attention,4472,55,0,0.0068359375,46,ordinary,2423,False
L01.E055,keep,observed enough usage to keep for now,1,55,sliding_attention,4472,55,0,0.01129150390625,39,ordinary,1985,False
L03.E030,keep,observed enough usage to keep for now,3,30,sliding_attention,4474,55,0,0.00665283203125,35,ordinary,1880,False
L05.E109,keep,observed enough usage to keep for now,5,109,full_attention,4488,55,0,0.014892578125,19,ordinary,1803,False
L03.E036,keep,observed enough usage to keep for now,3,36,sliding_attention,4493,55,0,0.024658203125,10,ordinary,1652,False
L16.E022,keep,observed enough usage to keep for now,16,22,sliding_attention,4504,55,0,0.0164794921875,22,ordinary,1492,False
L11.E082,protect,expert appears in top-rank hot runs,11,82,full_attention,4505,48,7,0.04583740234375,6,ordinary,2674,False
L25.E121,protect,expert appears in top-rank hot runs,25,121,sliding_attention,4509,51,4,0.03070068359375,4,ordinary,2472,False
L28.E039,keep,observed enough usage to keep for now,28,39,sliding_attention,4512,55,0,0.0194091796875,17,ordinary,3270,False
L27.E000,keep,observed enough usage to keep for now,27,0,sliding_attention,4517,55,0,0.01025390625,31,ordinary,1698,False
L15.E104,keep,observed enough usage to keep for now,15,104,sliding_attention,4519,55,0,0.00457763671875,52,ordinary,3445,False
L29.E074,keep,observed enough usage to keep for now,29,74,full_attention,4522,55,0,0.014404296875,17,ordinary,678,False
L20.E008,keep,observed enough usage to keep for now,20,8,sliding_attention,4537,55,0,0.01171875,30,ordinary,1713,False
L26.E008,keep,observed enough usage to keep for now,26,8,sliding_attention,4540,55,0,0.0067138671875,38,ordinary,2612,False
L02.E028,keep,observed enough usage to keep for now,2,28,sliding_attention,4550,55,0,0.006591796875,44,ordinary,2568,False
L01.E049,keep,observed enough usage to keep for now,1,49,sliding_attention,4551,55,0,0.00823974609375,45,ordinary,2522,False
L01.E024,keep,observed enough usage to keep for now,1,24,sliding_attention,4561,55,0,0.006256103515625,59,ordinary,2691,False
L25.E096,keep,observed enough usage to keep for now,25,96,sliding_attention,4582,55,0,0.005126953125,49,ordinary,3825,False
L26.E021,keep,observed enough usage to keep for now,26,21,sliding_attention,4585,55,0,0.0120849609375,29,ordinary,1348,False
L13.E030,keep,observed enough usage to keep for now,13,30,sliding_attention,4587,46,9,0.0269775390625,11,ordinary,668,False
L09.E092,keep,observed enough usage to keep for now,9,92,sliding_attention,4587,55,0,0.01007080078125,33,ordinary,3234,False
L20.E080,keep,observed enough usage to keep for now,20,80,sliding_attention,4599,55,0,0.02020263671875,21,ordinary,3391,False
L07.E068,keep,observed enough usage to keep for now,7,68,sliding_attention,4601,55,0,0.004150390625,58,ordinary,3304,False
L24.E063,keep,observed enough usage to keep for now,24,63,sliding_attention,4606,55,0,0.007659912109375,44,ordinary,2618,False
L18.E029,keep,observed enough usage to keep for now,18,29,sliding_attention,4607,55,0,0.0120849609375,28,ordinary,2570,False
L25.E092,keep,observed enough usage to keep for now,25,92,sliding_attention,4610,55,0,0.0078125,45,ordinary,3104,False
L06.E093,protect,expert appears in top-rank hot runs,6,93,sliding_attention,4617,55,0,0.0382080078125,6,ordinary,383,False
L06.E090,keep,observed enough usage to keep for now,6,90,sliding_attention,4622,55,0,0.0257568359375,14,ordinary,2824,False
L09.E061,keep,observed enough usage to keep for now,9,61,sliding_attention,4625,55,0,0.0045166015625,61,ordinary,3276,False
